"player_id","first_name","last_name","sex"
"2272","Martin","Dit&#283;","M"
"2271","Pavel","Baranyk","M"
"2270","Julia","Schuster","F"
"2238","Jascha","Wollmann","M"
"2239","André","Hillmann","M"
"2240","Paul","Siefert","M"
"2241","Henrik","Klein","M"
"2242","Jan","Struz","M"
"2243","Francesca","Iasenzio","F"
"2244","Fabrizio","Valenti","M"
"2245","Fabiana","Ciciriello","F"
"2246","Francesca","Cherici","F"
"2247","Marco","De Lucia","M"
"2248","Roberto","Pizzi","M"
"2249","Paolo","Braico","M"
"2250","Liliana","Cruz","F"
"2251","Ricardo","Guzman","M"
"2252","Marco","Prati","M"
"2253","Gloria","Alessandrini","F"
"2254","Riccardo","Sanna","M"
"2255","Davide","Bacco","M"
"2256","Martin","Klopfer","M"
"2257","Mario","Mayer","M"
"2258","Sascha","Höhne","M"
"2259","Mike","Hettich","M"
"2260","Robert","Dittrich","M"
"2261","Jens","Friebe","M"
"2262","Mario","Maier","M"
"2264","Harald","Skomroch","M"
"2265","Tobias","Gebert","M"
"2266","Jakub","Zahradnicek","M"
"2267","Jan","Zahradnicek","M"
"2268","Jakub","Kostel","M"
"2269","Tom","Blockhuys","M"
"2235","Chris","Baker","M"
"2236","Neil","Tolan","M"
"2292","Stefan","Weinreich","M"
"2293","Jonas","Schaefers","M"
"2294","Bart","Lodewijk","M"
"2295","Andrew","Quinn","M"
"2321","Martina","Frosini","F"
"2297","Fady","Kalo","M"
"2298","Davide","Livi","M"
"2299","Alessandro","Fogazzi","M"
"2300","Ilaria","Aprile","F"
"2302","Judith","Haas","M"
"2303","Jan","Srruz","M"
"2304","Ennio","Scrimieri","M"
"2305","Fabrizio","Stefano","M"
"2306","Jiri","Weiss","M"
"2307","Lukas","Lacina","M"
"2308","Jakub","Hosek","M"
"2309","Jakub","Matula","M"
"2310","Ondrej","Klega","M"
"2311","Jakub","Sedlak","M"
"2312","Philipp","Ludwig","M"
"2313","Alan","Martinez","M"
"2314","Alfonso","Lopez","M"
"2315","Jozef","Vanco","M"
"2316","M.","Kalník","M"
"2317","Kyrre","Kristiansen","M"
"2318","Espen","Furhatt","M"
"2319","Baba","Brak","M"
"2320","Heather","Bogenhagen","F"
"2322","Marco","Consani","M"
"2323","Pavel","Safar","M"
"2324","Dennis","Loftus","M"
"2325","Joanne","Loftus","F"
"2326","Bronwyn","Ryan","F"
"2327","Dave","Hood","M"
"2328","Tree","Rust","M"
"2329","Rod","Rust","M"
"2330","Nolan","Rhiles","M"
"2331","Peter 'Peewee'","Wayne","M"
"2332","Gary","Lopresti","M"
"2333","Ed","Scheminger","M"
"2334","Jenny","Luceir","F"
"2335","Lauren","Elvers","F"
"2336","Judy","Horowitz","F"
"2337","Don","Dutton","M"
"2338","Doc","Anderson","M"
"2339","Dan","Meyers","M"
"2340","Jason","Salkey","M"
"2341","Beano","Lucier","F"
"2342","Lisa","Moscowitz","F"
"2343","Richie","Wolf","M"
"2344","Glen","Miller","M"
"2345","Nancy","Zeitner","F"
"2346","Paul","Schultz","M"
"2347","Karen","Gleason","F"
"2348","Joe","Fischer","M"
"2349","Mike","Sullivan","M"
"2350","Rick","Rivett","M"
"2351","Theresa","Gaman","F"
"2352","Robin","Ray","M"
"2353","Alan","Platt","M"
"2354","Pat","Shartrand","M"
"2355","Carla","Hoffmeyer","F"
"2356","Mark","Neuman","M"
"2357","Ray","Ingle","M"
"2358","Dave","Deremer","M"
"2359","Jim","Parks","M"
"2360","Laurie","Zenicke","F"
"2361","John","Jennis","M"
"2362","Scott","Roebuck","M"
"2363","Leyland","Bolan","M"
"2364","Russ","Dosicher","M"
"2365","Steve","Porter","M"
"2366","Michael","Caffrey","M"
"2367","Malia","Kashey","F"
"2368","Pryor","Hendrix","M"
"2369","Michael","Mitrione","M"
"2370","Andy","Borenstein","M"
"2371","Marion","Clignet","F"
"2372","Scott Hamilton","Bell","M"
"2373","Tim","McDonald","M"
"2374","Jay","Mulenhower","M"
"2375","Mike","Smothers","M"
"2376","Angel","Sanchez","M"
"2377","Lorenzo","Sforza","M"
"2378","cory","lipoff","M"
"2379","frank","anthony","M"
"2380","Gerry","Lynas","M"
"2381","Diane","Margulies","F"
"2382","Gail","McColl","F"
"2383","Janna","Machwart","F"
"2384","Al","Durkins","M"
"2385","Demar","Wagner","M"
"2386","Jan","Mertens","M"
"2387","Frederic","Finner","M"
"2388","Florian","Leist","M"
"2389","Heinz","Auferodt","M"
"2390","Simon","Emmerich","M"
"2391","Jeff","Eng","M"
"2392","Max","Schmidt","M"
"2393","Antonino","Romeo","M"
"2394","Gustafsson","Sara","F"
"2395","Gustafsson","Hana","F"
"2396","Irena","Kulisanova","F"
"2397","Annalisa","Bergonzoni","F"
"2398","Jeannette","Ortiz","F"
"2399","Edgardo","Balzac","M"
"2400","Greg","Marter","M"
"2401","Nadine","Klos","F"
"2402","Wolfgang","Schöffel","M"
"2403","Wagner","Mathias","M"
"2404","Philipp","Krueger","M"
"2405","Tim","Pattberg","M"
"2406","Sarah","Ziegler","F"
"2407","Fathi","Abdelli","M"
"2408","Kurt","Walter","M"
"2409","Jammer Mom","Kenny","F"
"2410","Dennis","Kretschmer","M"
"2411","Chritstian","Bellaj","M"
"2412","Nico","Schwarz","M"
"2413","Oliver","Hocker","M"
"2414","Zuzana","Malá","F"
"2415","Joel","Charles","M"
"2416","Zach","Murphy","M"
"2417","Sara","Cintura","F"
"2418","Guglielmo","Feis","M"
"2419","Johanna","Matthiae","F"
"2420","Lina","Boedecker","F"
"2421","Jan","Zverina","M"
"2422","Jean-Marie","Abel","M"
"2423","Mirko","Vosen","M"
"2424","Kevin","Konsorr","M"
"2425","Tobias","Burzan","M"
"2426","Daniel","Reichert","M"
"2427","Andreas","Nogay","M"
"2428","Felix","Geibel","M"
"2429","Alex","Leist","M"
"2430","Will","Moore","M"
"2431","Jake","Eckerd","M"
"2432","Jake Girlfriend","Eckerd","F"
"2433","Jacqueline","Hummel","F"
"2434","Daniel","O'Neill","M"
"2435","James","Wiseman","M"
"2436","Ryan","Young","M"
"2437","Thomas","Notzel","M"
"2438","Alena","Vojtekova","F"
"2439","Mark","Kilgore","M"
"2440","Manuel","Zach","M"
"2441","Raphael","von der Grün","M"
"2442","Lars","Neumann","M"
"2443","Benedigt","Becker","M"
"2444","Corina","Schusfer","F"
"2445","Toby","Künzel","M"
"2446","Luca","Boehler","M"
"2447","abc","def","M"
"2448","Iva","Svrchokrylova","F"
"2449","Lasse","Schwarze","M"
"2450","Johannes","Bachauer","M"
"2451","Jessica","Ladoé","F"
